Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,International student (bachelor),1st choice,Basic Education,daytime,technological specialization course (CET),133.1,Portuguese,,,other,other,115.5,no,no,no,yes,female,no,39,no,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,dropout
married,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,133.1,Portuguese,,,elementary occupations,elementary occupations,114.0,no,no,no,yes,female,no,44,no,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,non-dropout
single,Change of course institution,1st choice,Informatics Engineering,daytime,secondary education,130.0,Brazilian,,basic education 3rd cycle,elementary occupations,specialists in intellectual and scientific activities,137.0,yes,no,no,yes,male,no,19,yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,5th choice,Journalism and Communication,daytime,secondary education,135.0,Portuguese,,secondary education,"personal services, security and safety workers","personal services, security and safety workers",124.9,yes,no,no,yes,female,no,18,no,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,132.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",120.3,yes,no,no,yes,female,yes,18,no,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,135.0,Portuguese,secondary education,higher education - bachelor,elementary occupations,representatives of the legislative power and executive bodies,134.3,yes,no,no,yes,female,no,19,no,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,4th choice,Nursing,daytime,secondary education,115.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,111.5,yes,no,yes,no,female,no,19,no,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,dropout
single,Change of institution/course (CET),1st choice,Veterinary Nursing,daytime,,130.0,Portuguese,,,elementary occupations,elementary occupations,128.8,no,no,no,yes,female,no,21,no,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,dropout
single,1st phase - general contingent,4th choice,Animation and Multimedia Design,daytime,secondary education,133.1,Portuguese,secondary education,secondary education,elementary occupations,armed forces professions,110.0,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,non-dropout
married,International student (bachelor),1st choice,Social Service (evening),evening,secondary education,130.0,Portuguese,,,"farmers and skilled workers in agriculture, fisheries, and forestry","personal services, security and safety workers",113.5,yes,no,no,yes,female,no,36,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,dropout
divorced,International student (bachelor),1st choice,Agronomy,daytime,higher education - master,133.1,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",160.0,no,no,no,yes,female,no,43,no,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,non-dropout
single,Change of institution/course (International),1st choice,Basic Education,daytime,secondary education,123.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",117.4,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,dropout
single,Short cycle diploma (CET),1st choice,Communication Design,daytime,secondary education,130.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,installation and machine operators,122.2,no,no,yes,yes,female,no,20,no,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,2nd choice,Social Service,daytime,secondary education,122.0,Portuguese,,,administrative staff,"skilled workers in industry, construction, and craftsmen",118.2,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,113.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,106.7,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,111.0,Portuguese,basic education 3rd cycle,12th year of schooling - not completed,administrative staff,intermediate level technicians,108.2,yes,no,no,yes,female,no,20,no,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,dropout
single,Short cycle diploma holders,2nd choice,Basic Education,daytime,secondary education,133.1,Portuguese,,secondary education,elementary occupations,intermediate level technicians,107.0,yes,no,no,yes,female,no,20,no,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,142.0,Portuguese,,,"farmers and skilled workers in agriculture, fisheries, and forestry","skilled workers in industry, construction, and craftsmen",136.1,yes,no,no,yes,female,no,18,no,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,non-dropout
single,Short cycle diploma holders,2nd choice,Management,daytime,secondary education,123.0,Portuguese,secondary education,,administrative staff,"skilled workers in industry, construction, and craftsmen",115.3,yes,no,no,yes,female,yes,18,no,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,131.0,Portuguese,,,elementary occupations,elementary occupations,139.8,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,3rd choice,Journalism and Communication,daytime,secondary education,158.0,Portuguese,secondary education,,administrative staff,"skilled workers in industry, construction, and craftsmen",157.0,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,non-dropout
single,Short cycle diploma holders,2nd choice,Nursing,daytime,secondary education,122.0,Portuguese,,,elementary occupations,elementary occupations,131.0,yes,no,no,yes,female,no,18,no,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,dropout
single,Technological specialization diploma holders,1st choice,Nursing,daytime,secondary education,130.0,Portuguese,,,elementary occupations,"personal services, security and safety workers",100.0,no,no,no,yes,female,no,20,no,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,non-dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,154.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",140.4,yes,no,no,yes,female,yes,20,no,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,1st choice,Management,daytime,secondary education,120.0,Portuguese,,,intermediate level technicians,intermediate level technicians,113.4,no,no,no,yes,female,no,20,no,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,2nd choice,Veterinary Nursing,daytime,secondary education,140.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",137.0,no,no,no,yes,female,no,18,no,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,127.0,Portuguese,higher education - bachelor,,administrative staff,"personal services, security and safety workers",121.8,no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,133.1,Portuguese,secondary education,secondary education,administrative staff,"personal services, security and safety workers",131.0,yes,no,no,yes,female,no,21,no,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,2nd choice,Management,daytime,secondary education,120.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",118.6,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,137.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,elementary occupations,122.3,no,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,131.0,Portuguese,,,elementary occupations,elementary occupations,127.9,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,130.0,Portuguese,,,administrative staff,"skilled workers in industry, construction, and craftsmen",121.3,yes,no,no,yes,female,no,19,no,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,non-dropout
single,Short cycle diploma holders,6th choice,Oral Hygiene,daytime,secondary education,122.0,Portuguese,secondary education,secondary education,administrative staff,"personal services, security and safety workers",117.1,yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,dropout
single,Change of institution/course (1st cycle),1st choice,Veterinary Nursing,daytime,,160.0,Portuguese,,,elementary occupations,elementary occupations,160.0,yes,no,no,yes,female,no,20,no,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Basic Education,daytime,secondary education,146.0,Portuguese,,,elementary occupations,intermediate level technicians,145.3,yes,no,no,yes,female,yes,18,no,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,non-dropout
single,Short cycle diploma holders,3rd choice,Social Service,daytime,secondary education,131.0,Portuguese,secondary education,,"personal services, security and safety workers",intermediate level technicians,122.6,yes,no,no,yes,female,no,18,no,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,6th choice,Nursing,daytime,secondary education,132.0,Portuguese,secondary education,,installation and machine operators,elementary occupations,128.0,yes,no,no,yes,female,no,19,no,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,138.0,Portuguese,,,"personal services, security and safety workers",installation and machine operators,124.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,dropout
single,Short cycle diploma holders,2nd choice,Communication Design,daytime,secondary education,130.0,Portuguese,,,elementary occupations,elementary occupations,123.7,yes,no,no,yes,female,no,18,no,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,4th choice,Management,daytime,secondary education,126.0,Portuguese,secondary education,,administrative staff,installation and machine operators,120.1,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,6th choice,Nursing,daytime,secondary education,148.0,Portuguese,secondary education,,intermediate level technicians,intermediate level technicians,131.7,yes,no,no,yes,female,no,19,no,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,dropout
single,Technological specialization diploma holders,1st choice,Social Service,daytime,secondary education,130.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",133.2,no,no,no,yes,female,no,20,no,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,117.0,Portuguese,secondary education,,intermediate level technicians,elementary occupations,109.3,no,no,yes,no,female,yes,19,no,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,120.0,Portuguese,,,"personal services, security and safety workers","personal services, security and safety workers",113.0,yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,153.0,Portuguese,secondary education,secondary education,,,157.9,no,no,yes,yes,female,yes,18,no,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,117.0,Portuguese,,secondary education,administrative staff,"skilled workers in industry, construction, and craftsmen",112.1,no,no,no,yes,female,yes,20,no,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,non-dropout
single,Change of institution/course (International),1st choice,Nursing,daytime,secondary education,178.0,Portuguese,,secondary education,administrative staff,installation and machine operators,174.7,no,no,no,yes,female,no,18,no,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,5th choice,Nursing,daytime,secondary education,129.0,Portuguese,,,elementary occupations,elementary occupations,128.8,yes,no,no,yes,female,no,19,no,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,6th choice,Journalism and Communication,daytime,secondary education,116.0,Portuguese,,secondary education,administrative staff,administrative staff,110.1,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma (CET),1st choice,Management,daytime,secondary education,99.0,Portuguese,basic education 3rd cycle,secondary education,intermediate level technicians,intermediate level technicians,99.7,yes,no,yes,no,female,no,22,no,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,3rd choice,Social Service,daytime,secondary education,135.0,Portuguese,secondary education,higher education - doctorate,elementary occupations,armed forces professions,121.0,yes,no,no,yes,female,yes,19,no,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,141.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",131.7,yes,no,no,yes,female,yes,19,no,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,non-dropout
single,Short cycle diploma holders,5th choice,Basic Education,daytime,secondary education,132.0,Portuguese,,,"personal services, security and safety workers","farmers and skilled workers in agriculture, fisheries, and forestry",119.1,yes,no,no,yes,female,yes,19,no,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,4th choice,Tourism,daytime,secondary education,132.0,Portuguese,higher education - doctorate,,elementary occupations,elementary occupations,124.7,yes,no,no,yes,female,no,19,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,113.0,Portuguese,secondary education,,elementary occupations,armed forces professions,117.2,yes,no,no,yes,female,no,20,no,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,dropout
